"Notes"	"Month"	"Month Code"	"County"	"County Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Min Temp for Daily Max Air Temp (F)	Max Temp for Daily Max Air Temp (F)	Avg Daily Min Air Temperature (F)	Record Count for Daily Min Air Temp (F)	Min Temp for Daily Min Air Temp (F)	Max Temp for Daily Min Air Temp (F)	Avg Daily Max Heat Index (F)	Record Count for Daily Max Heat Index (F)	Min for Daily Max Heat Index (F)	Max for Daily Max Heat Index (F)	Daily Max Heat Index (F) % Coverage
	"Apr"	"4"	"Kendall County, IL"	"17093"	58.80	5940	25.90	86.30	40.39	5940	12.70	66.80	82.77	187	80.20	88.80	3.15%
	"Apr"	"4"	"Knox County, IL"	"17095"	60.53	11880	25.30	87.60	41.56	11880	5.20	65.20	83.23	464	80.00	90.60	3.91%
	"Apr"	"4"	"Lake County, IL"	"17097"	55.57	10890	24.70	84.40	39.14	10890	12.70	66.00	82.58	183	80.00	86.90	1.68%
	"Apr"	"4"	"LaSalle County, IL"	"17099"	59.85	17820	26.80	87.10	41.40	17820	12.20	66.70	82.85	689	79.60	89.80	3.87%
	"Apr"	"4"	"Lawrence County, IL"	"17101"	64.35	5940	33.70	86.60	45.09	5940	21.10	69.40	84.04	381	80.00	91.20	6.41%
	"Apr"	"4"	"Lee County, IL"	"17103"	58.90	9900	25.40	86.80	40.87	9900	10.90	66.90	82.71	278	79.50	89.20	2.81%
	"Apr"	"4"	"Livingston County, IL"	"17105"	59.78	17820	26.20	87.20	41.97	17820	7.70	67.30	82.86	697	79.80	90.10	3.91%
	"Apr"	"4"	"Logan County, IL"	"17107"	61.99	13860	27.40	88.00	43.21	13860	11.50	68.80	83.58	768	79.50	91.50	5.54%
	"Apr"	"4"	"McDonough County, IL"	"17109"	61.66	8910	26.70	88.40	42.44	8910	2.70	68.50	83.76	454	79.20	91.30	5.10%
	"Apr"	"4"	"McHenry County, IL"	"17111"	56.21	11880	24.00	84.90	38.73	11880	8.90	66.60	82.46	197	80.00	87.10	1.66%
	"Apr"	"4"	"McLean County, IL"	"17113"	60.26	20790	25.80	87.40	42.55	20790	6.60	67.40	82.83	861	79.90	90.60	4.14%
	"Apr"	"4"	"Macon County, IL"	"17115"	62.25	7920	28.40	87.20	43.47	7920	14.00	68.50	83.49	423	79.70	90.80	5.34%
	"Apr"	"4"	"Macoupin County, IL"	"17117"	63.58	11880	31.90	87.60	44.29	11880	19.90	69.20	84.34	715	78.90	91.90	6.02%
	"Apr"	"4"	"Madison County, IL"	"17119"	64.55	13860	33.20	88.30	45.38	13860	21.70	70.10	84.65	940	78.90	94.20	6.78%
	"Apr"	"4"	"Marion County, IL"	"17121"	64.25	8910	33.70	86.70	45.74	8910	22.30	70.00	84.27	548	80.00	91.60	6.15%
	"Apr"	"4"	"Marshall County, IL"	"17123"	60.38	8910	27.20	87.70	41.66	8910	13.50	66.20	83.08	360	79.80	90.80	4.04%
	"Apr"	"4"	"Mason County, IL"	"17125"	62.45	10890	27.90	88.30	43.36	10890	14.40	69.30	83.81	659	78.80	92.00	6.05%
	"Apr"	"4"	"Massac County, IL"	"17127"	67.02	4950	35.50	88.00	46.95	4950	27.40	69.40	84.48	477	80.00	92.90	9.64%
	"Apr"	"4"	"Menard County, IL"	"17129"	62.72	4950	28.90	88.00	43.55	4950	18.00	69.20	83.88	302	78.90	91.70	6.10%
	"Apr"	"4"	"Mercer County, IL"	"17131"	60.48	9900	25.50	88.10	41.48	9900	7.50	65.20	83.40	400	80.00	90.20	4.04%
	"Apr"	"4"	"Monroe County, IL"	"17133"	65.45	6930	33.90	88.20	45.87	6930	24.20	70.10	84.57	568	79.00	94.40	8.20%
	"Apr"	"4"	"Montgomery County, IL"	"17135"	63.43	14850	32.00	87.00	44.39	14850	18.50	69.90	84.22	839	79.80	91.60	5.65%
	"Apr"	"4"	"Morgan County, IL"	"17137"	63.04	10890	29.10	88.00	43.74	10890	18.80	69.50	84.11	649	78.90	92.90	5.96%
	"Apr"	"4"	"Moultrie County, IL"	"17139"	62.57	4950	29.30	86.60	43.89	4950	14.30	69.00	83.60	261	79.70	90.60	5.27%
	"Apr"	"4"	"Ogle County, IL"	"17141"	57.95	16830	24.20	85.70	39.75	16830	5.90	67.00	82.57	397	79.50	88.00	2.36%
	"Apr"	"4"	"Peoria County, IL"	"17143"	60.77	11880	25.60	88.00	41.78	11880	10.80	65.50	83.29	484	79.90	91.30	4.07%
	"Apr"	"4"	"Perry County, IL"	"17145"	65.71	7920	34.90	87.90	45.80	7920	23.80	67.80	84.56	647	78.90	93.10	8.17%
	"Apr"	"4"	"Piatt County, IL"	"17147"	61.85	6930	27.60	87.00	43.25	6930	7.10	68.10	83.27	361	79.70	90.50	5.21%
	"Apr"	"4"	"Pike County, IL"	"17149"	63.21	14850	31.00	88.20	43.55	14850	20.10	69.00	84.39	907	79.20	94.10	6.11%
	"Apr"	"4"	"Pope County, IL"	"17151"	66.26	6930	34.50	87.80	46.26	6930	26.40	68.90	84.21	584	80.00	92.20	8.43%
	"Apr"	"4"	"Pulaski County, IL"	"17153"	67.17	3960	35.90	88.00	47.29	3960	27.30	69.20	84.56	401	79.60	93.10	10.13%
	"Apr"	"4"	"Putnam County, IL"	"17155"	60.37	3960	28.20	87.40	41.48	3960	17.50	65.80	83.08	162	79.80	90.30	4.09%
	"Apr"	"4"	"Randolph County, IL"	"17157"	66.09	9900	35.00	88.80	46.21	9900	24.70	69.80	84.46	940	79.00	94.50	9.49%
	"Apr"	"4"	"Richland County, IL"	"17159"	64.15	5940	33.60	86.60	45.18	5940	21.80	69.70	84.14	368	80.10	91.20	6.20%
	"Apr"	"4"	"Rock Island County, IL"	"17161"	60.21	6930	25.60	86.90	41.18	6930	10.90	65.60	83.07	270	80.00	89.30	3.90%
	"Apr"	"4"	"St. Clair County, IL"	"17163"	65.21	8910	33.90	88.20	45.65	8910	23.40	70.00	84.69	690	79.00	94.50	7.74%
	"Apr"	"4"	"Saline County, IL"	"17165"	66.21	5940	34.80	88.30	46.69	5940	26.40	69.40	84.44	524	79.80	93.20	8.82%
	"Apr"	"4"	"Sangamon County, IL"	"17167"	63.09	15840	29.50	87.70	44.01	15840	17.80	69.30	83.95	970	78.70	91.50	6.12%
	"Apr"	"4"	"Schuyler County, IL"	"17169"	62.45	6930	28.10	88.30	43.17	6930	9.60	69.50	83.99	399	79.00	91.60	5.76%
	"Apr"	"4"	"Scott County, IL"	"17171"	63.33	4950	30.90	87.80	43.87	4950	20.10	69.40	84.31	311	79.10	92.70	6.28%
	"Apr"	"4"	"Shelby County, IL"	"17173"	62.91	10890	29.90	86.80	44.14	10890	14.50	69.50	83.89	577	79.80	91.00	5.30%
	"Apr"	"4"	"Stark County, IL"	"17175"	60.08	4950	25.40	86.90	41.11	4950	10.60	65.50	83.06	175	80.10	89.60	3.54%
	"Apr"	"4"	"Stephenson County, IL"	"17177"	57.06	7920	23.70	84.50	38.64	7920	5.70	66.70	82.55	144	80.10	86.90	1.82%
	"Apr"	"4"	"Tazewell County, IL"	"17179"	61.29	9900	27.20	88.10	42.40	9900	13.20	66.00	83.39	467	79.80	91.50	4.72%
	"Apr"	"4"	"Union County, IL"	"17181"	66.34	7920	34.50	88.60	46.85	7920	25.90	69.30	84.35	685	79.80	93.30	8.65%
	"Apr"	"4"	"Vermilion County, IL"	"17183"	61.31	18810	26.80	86.80	42.96	18810	9.10	67.50	82.90	825	79.70	90.50	4.39%
	"Apr"	"4"	"Wabash County, IL"	"17185"	64.83	5940	33.90	87.20	45.52	5940	23.70	69.40	84.10	420	80.00	92.20	7.07%
	"Apr"	"4"	"Warren County, IL"	"17187"	60.73	7920	25.80	87.60	41.75	7920	2.00	66.50	83.43	340	80.00	90.20	4.29%
	"Apr"	"4"	"Washington County, IL"	"17189"	65.29	8910	34.40	87.50	45.70	8910	23.80	69.10	84.66	664	79.00	93.70	7.45%
	"Apr"	"4"	"Wayne County, IL"	"17191"	64.97	14850	34.30	87.50	45.84	14850	23.80	69.30	84.45	1041	80.20	92.60	7.01%
	"Apr"	"4"	"White County, IL"	"17193"	65.75	8910	34.60	88.40	46.19	8910	25.10	69.80	84.50	716	80.20	93.20	8.04%
	"Apr"	"4"	"Whiteside County, IL"	"17195"	59.77	9900	25.30	87.00	40.77	9900	10.50	65.60	82.88	370	79.70	89.50	3.74%
	"Apr"	"4"	"Will County, IL"	"17197"	58.79	17820	26.00	87.10	40.40	17820	12.30	67.80	82.74	528	79.70	89.80	2.96%
	"Apr"	"4"	"Williamson County, IL"	"17199"	66.09	5940	34.70	88.30	47.67	5940	26.10	69.70	84.36	498	79.90	92.90	8.38%
	"Apr"	"4"	"Winnebago County, IL"	"17201"	57.41	6930	24.70	84.80	39.13	6930	10.50	67.00	82.58	152	80.00	87.30	2.19%
	"Apr"	"4"	"Woodford County, IL"	"17203"	60.18	7920	27.00	87.40	41.70	7920	9.00	65.60	82.94	324	80.30	90.30	4.09%
	"May"	"5"	"Adams County, IL"	"17001"	72.60	19437	42.70	93.30	53.33	19437	31.30	74.70	87.34	4246	79.00	108.30	21.84%
	"May"	"5"	"Alexander County, IL"	"17003"	76.63	6138	52.40	94.40	58.41	6138	35.50	77.00	87.73	2352	80.00	109.50	38.32%
	"May"	"5"	"Bond County, IL"	"17005"	74.27	6138	48.10	92.60	56.08	6138	33.60	77.20	87.18	1766	79.90	105.50	28.77%
	"May"	"5"	"Boone County, IL"	"17007"	68.28	6138	37.90	93.40	49.42	6138	29.50	73.30	86.25	712	79.80	109.00	11.60%
	"May"	"5"	"Brown County, IL"	"17009"	72.75	5115	43.00	92.30	53.61	5115	31.80	73.90	87.44	1133	79.40	107.60	22.15%
	"May"	"5"	"Bureau County, IL"	"17011"	70.87	18414	40.50	94.90	51.79	18414	31.20	74.00	86.20	3311	79.20	108.90	17.98%
	"May"	"5"	"Calhoun County, IL"	"17013"	73.71	4092	44.70	92.30	54.76	4092	30.90	74.20	87.84	1037	80.20	106.40	25.34%
	"May"	"5"	"Carroll County, IL"	"17015"	69.70	10230	38.40	93.70	50.66	10230	31.00	74.20	86.38	1440	79.30	107.30	14.08%
	"May"	"5"	"Cass County, IL"	"17017"	73.13	7161	43.50	93.40	54.17	7161	33.10	74.70	87.37	1679	79.60	107.90	23.45%
	"May"	"5"	"Champaign County, IL"	"17019"	72.21	17391	46.70	92.30	53.87	17391	31.70	75.10	86.12	3898	79.10	104.80	22.41%
	"May"	"5"	"Christian County, IL"	"17021"	73.38	11253	47.70	92.80	54.87	11253	34.20	76.40	86.74	2841	79.30	106.10	25.25%
	"May"	"5"	"Clark County, IL"	"17023"	72.97	10230	47.10	91.20	54.96	10230	33.20	76.00	87.05	2386	79.50	103.80	23.32%
	"May"	"5"	"Clay County, IL"	"17025"	74.10	8184	47.60	91.60	56.47	8184	34.20	76.50	87.24	2298	79.70	105.10	28.08%
	"May"	"5"	"Clinton County, IL"	"17027"	74.83	10230	48.30	92.70	56.60	10230	33.90	77.00	87.54	3143	80.10	105.30	30.72%
	"May"	"5"	"Coles County, IL"	"17029"	72.83	8184	47.70	91.60	54.59	8184	32.90	75.20	86.67	1891	79.20	104.70	23.11%
	"May"	"5"	"Cook County, IL"	"17031"	68.43	15345	39.50	92.30	49.85	15345	30.30	74.40	86.38	2108	79.90	106.80	13.74%
	"May"	"5"	"Crawford County, IL"	"17033"	73.65	7161	47.40	91.60	55.84	7161	34.10	76.30	87.29	1838	79.70	104.40	25.67%
	"May"	"5"	"Cumberland County, IL"	"17035"	73.28	8184	47.50	91.60	55.32	8184	33.60	76.00	87.02	1991	79.60	104.70	24.33%
	"May"	"5"	"DeKalb County, IL"	"17037"	68.98	12276	38.80	93.60	50.76	12276	30.60	74.20	86.06	1639	79.70	108.70	13.35%
	"May"	"5"	"De Witt County, IL"	"17039"	72.41	7161	46.80	92.70	53.97	7161	32.90	74.80	86.36	1591	79.30	105.70	22.22%
	"May"	"5"	"Douglas County, IL"	"17041"	72.73	8184	47.90	91.80	54.47	8184	32.50	75.00	86.54	1906	79.10	104.80	23.29%
	"May"	"5"	"DuPage County, IL"	"17043"	68.42	6138	39.80	92.40	49.63	6138	30.40	73.90	86.33	793	80.10	108.20	12.92%
	"May"	"5"	"Edgar County, IL"	"17045"	72.43	12276	47.20	91.30	54.16	12276	32.30	75.60	86.66	2702	79.40	103.80	22.01%
	"May"	"5"	"Edwards County, IL"	"17047"	74.68	3069	48.30	91.70	56.30	3069	34.60	75.70	87.26	934	80.00	107.00	30.43%
	"May"	"5"	"Effingham County, IL"	"17049"	73.56	8184	47.60	92.00	55.64	8184	33.90	76.20	87.10	2087	79.60	105.10	25.50%
	"May"	"5"	"Fayette County, IL"	"17051"	73.81	13299	47.60	92.50	55.58	13299	33.80	76.70	87.01	3594	79.70	105.70	27.02%
	"May"	"5"	"Ford County, IL"	"17053"	71.48	10230	44.50	93.60	53.53	10230	31.40	75.50	85.94	2107	79.00	104.70	20.60%
	"May"	"5"	"Franklin County, IL"	"17055"	75.29	6138	49.60	91.70	57.37	6138	34.30	77.20	87.66	1999	79.90	107.60	32.57%
	"May"	"5"	"Fulton County, IL"	"17057"	72.13	16368	41.40	93.10	52.99	16368	32.50	74.30	86.94	3475	79.40	107.50	21.23%
	"May"	"5"	"Gallatin County, IL"	"17059"	75.55	4092	49.60	91.50	57.28	4092	34.80	75.90	87.82	1340	79.80	107.70	32.75%
	"May"	"5"	"Greene County, IL"	"17061"	73.62	10230	44.40	92.20	54.71	10230	31.80	74.80	87.63	2532	79.30	107.20	24.75%
	"May"	"5"	"Grundy County, IL"	"17063"	70.95	9207	41.30	94.30	51.88	9207	30.90	74.90	86.22	1788	79.40	108.50	19.42%
	"May"	"5"	"Hamilton County, IL"	"17065"	75.23	9207	48.80	91.70	57.07	9207	34.70	76.40	87.54	2958	79.40	107.80	32.13%
	"May"	"5"	"Hancock County, IL"	"17067"	72.26	13299	41.80	92.70	53.00	13299	32.80	74.30	87.22	2799	79.50	107.90	21.05%
	"May"	"5"	"Hardin County, IL"	"17069"	75.17	2046	50.30	90.90	56.84	2046	34.80	75.30	87.47	639	79.50	106.10	31.23%
	"May"	"5"	"Henderson County, IL"	"17071"	71.82	10230	41.50	92.90	52.65	10230	33.00	73.80	86.85	2067	79.50	107.90	20.21%
	"May"	"5"	"Henry County, IL"	"17073"	71.00	16368	40.20	93.70	51.80	16368	32.10	73.70	86.34	2925	79.30	107.40	17.87%
	"May"	"5"	"Iroquois County, IL"	"17075"	71.42	20460	43.40	93.20	52.87	20460	31.30	76.00	86.05	4264	79.10	104.20	20.84%
	"May"	"5"	"Jackson County, IL"	"17077"	75.49	12276	49.40	92.00	57.16	12276	33.00	76.60	87.77	4060	79.70	108.30	33.07%
	"May"	"5"	"Jasper County, IL"	"17079"	73.66	6138	47.50	91.60	55.98	6138	33.90	75.90	87.17	1596	79.60	104.60	26.00%
	"May"	"5"	"Jefferson County, IL"	"17081"	74.62	9207	47.70	91.90	57.12	9207	34.10	77.00	87.32	2802	79.70	106.90	30.43%
	"May"	"5"	"Jersey County, IL"	"17083"	74.00	7161	45.30	92.40	55.24	7161	31.70	75.20	87.46	1920	79.30	105.90	26.81%
	"May"	"5"	"Jo Daviess County, IL"	"17085"	68.42	10230	37.60	92.10	49.47	10230	29.70	74.20	86.59	1090	79.90	107.10	10.65%
	"May"	"5"	"Johnson County, IL"	"17087"	75.27	5115	49.70	92.30	57.74	5115	35.40	76.60	87.50	1619	79.70	107.50	31.65%
	"May"	"5"	"Kane County, IL"	"17089"	68.58	9207	38.90	92.90	50.37	9207	30.20	74.30	86.12	1183	79.80	108.90	12.85%
	"May"	"5"	"Kankakee County, IL"	"17091"	70.82	12276	42.10	93.90	51.98	12276	31.10	75.70	86.07	2377	79.20	107.30	19.36%
	"May"	"5"	"Kendall County, IL"	"17093"	69.84	6138	40.50	93.60	50.85	6138	30.50	74.50	86.19	1003	79.20	109.20	16.34%
	"May"	"5"	"Knox County, IL"	"17095"	71.28	12276	41.60	92.90	52.11	12276	31.90	74.10	86.50	2291	79.60	107.20	18.66%
	"May"	"5"	"Lake County, IL"	"17097"	66.67	11253	38.90	90.70	49.30	11253	30.30	75.00	86.31	1101	79.60	106.70	9.78%
	"May"	"5"	"LaSalle County, IL"	"17099"	70.98	18414	40.10	94.90	52.16	18414	31.20	75.00	86.11	3533	79.20	109.10	19.19%
	"May"	"5"	"Lawrence County, IL"	"17101"	74.28	6138	47.90	91.70	55.97	6138	34.70	75.40	87.36	1726	79.80	106.90	28.12%
	"May"	"5"	"Lee County, IL"	"17103"	70.00	10230	39.00	94.00	51.70	10230	31.30	74.30	86.05	1593	79.20	108.10	15.57%
	"May"	"5"	"Livingston County, IL"	"17105"	71.49	18414	43.80	94.30	53.24	18414	31.50	75.40	86.05	3831	79.20	107.30	20.80%
	"May"	"5"	"Logan County, IL"	"17107"	72.79	14322	44.80	93.80	54.15	14322	33.70	75.20	86.66	3385	79.40	107.40	23.63%
	"May"	"5"	"McDonough County, IL"	"17109"	72.07	9207	41.50	92.50	52.89	9207	32.80	74.20	86.97	1925	79.30	107.10	20.91%
	"May"	"5"	"McHenry County, IL"	"17111"	67.46	12276	37.80	93.10	49.07	12276	29.50	73.50	86.14	1289	79.80	109.20	10.50%
	"May"	"5"	"McLean County, IL"	"17113"	71.59	21483	44.20	93.40	53.76	21483	32.00	75.20	86.14	4324	79.10	106.10	20.13%
	"May"	"5"	"Macon County, IL"	"17115"	72.81	8184	47.20	92.70	54.33	8184	33.70	76.10	86.46	1937	79.40	105.80	23.67%
	"May"	"5"	"Macoupin County, IL"	"17117"	73.59	12276	45.10	92.50	54.88	12276	32.30	75.90	87.10	3102	79.20	105.60	25.27%
	"May"	"5"	"Madison County, IL"	"17119"	74.47	14322	47.40	92.50	56.18	14322	33.00	77.30	87.41	4211	79.30	105.60	29.40%
	"May"	"5"	"Marion County, IL"	"17121"	74.05	9207	47.40	92.20	56.41	9207	33.70	76.70	87.11	2575	79.70	105.30	27.97%
	"May"	"5"	"Marshall County, IL"	"17123"	71.44	9207	41.90	94.20	52.42	9207	31.40	74.90	86.32	1823	79.20	108.90	19.80%
	"May"	"5"	"Mason County, IL"	"17125"	72.90	11253	43.30	93.90	53.92	11253	33.60	74.90	87.17	2650	79.50	108.10	23.55%
	"May"	"5"	"Massac County, IL"	"17127"	75.96	5115	52.50	92.80	57.44	5115	35.60	75.80	87.78	1799	79.70	108.30	35.17%
	"May"	"5"	"Menard County, IL"	"17129"	73.05	5115	45.00	93.40	54.17	5115	33.50	74.70	87.00	1223	79.60	107.20	23.91%
	"May"	"5"	"Mercer County, IL"	"17131"	71.37	10230	40.50	93.30	52.15	10230	32.90	73.80	86.63	1914	79.40	108.30	18.71%
	"May"	"5"	"Monroe County, IL"	"17133"	74.62	7161	48.40	91.80	56.41	7161	32.50	74.60	87.96	2063	79.80	103.90	28.81%
	"May"	"5"	"Montgomery County, IL"	"17135"	73.54	15345	46.90	92.50	55.09	15345	33.20	76.20	86.89	3896	79.20	105.00	25.39%
	"May"	"5"	"Morgan County, IL"	"17137"	73.10	11253	43.20	92.60	54.17	11253	32.40	74.90	87.27	2615	79.30	107.90	23.24%
	"May"	"5"	"Moultrie County, IL"	"17139"	72.99	5115	47.80	92.00	54.64	5115	33.50	75.70	86.51	1245	79.20	105.10	24.34%
	"May"	"5"	"Ogle County, IL"	"17141"	69.13	17391	38.20	93.90	50.48	17391	30.30	73.80	86.27	2279	79.20	108.60	13.10%
	"May"	"5"	"Peoria County, IL"	"17143"	71.55	12276	41.50	93.50	52.41	12276	31.80	74.60	86.64	2383	79.60	108.20	19.41%
	"May"	"5"	"Perry County, IL"	"17145"	75.23	8184	49.40	92.10	56.71	8184	33.30	76.40	87.56	2677	79.60	106.80	32.71%
	"May"	"5"	"Piatt County, IL"	"17147"	72.60	7161	46.80	92.40	54.21	7161	32.60	75.60	86.29	1671	79.20	105.40	23.33%
	"May"	"5"	"Pike County, IL"	"17149"	73.01	15345	43.60	93.30	53.83	15345	31.00	74.50	87.69	3457	79.30	107.80	22.53%
	"May"	"5"	"Pope County, IL"	"17151"	75.27	7161	50.30	91.70	56.79	7161	34.40	75.90	87.46	2265	79.60	107.10	31.63%
	"May"	"5"	"Pulaski County, IL"	"17153"	76.30	4092	52.20	93.70	58.02	4092	35.90	76.40	87.81	1499	80.00	108.00	36.63%
	"May"	"5"	"Putnam County, IL"	"17155"	71.37	4092	42.50	94.80	52.15	4092	31.40	74.30	86.34	810	79.40	109.10	19.79%
	"May"	"5"	"Randolph County, IL"	"17157"	75.34	10230	49.60	92.30	56.92	10230	33.20	76.00	87.85	3310	80.00	106.80	32.36%
	"May"	"5"	"Richland County, IL"	"17159"	74.14	6138	47.70	91.60	56.03	6138	34.30	75.70	87.26	1714	79.80	105.50	27.92%
	"May"	"5"	"Rock Island County, IL"	"17161"	71.16	7161	40.30	93.30	51.90	7161	33.20	73.60	86.53	1302	79.40	107.40	18.18%
	"May"	"5"	"St. Clair County, IL"	"17163"	74.92	9207	48.60	92.60	56.55	9207	33.00	77.60	87.75	2840	80.10	105.00	30.85%
	"May"	"5"	"Saline County, IL"	"17165"	75.45	6138	49.50	91.50	57.38	6138	34.80	77.00	87.75	1991	79.60	107.60	32.44%
	"May"	"5"	"Sangamon County, IL"	"17167"	73.35	16368	45.20	93.20	54.66	16368	33.50	76.40	86.85	4102	79.50	106.50	25.06%
	"May"	"5"	"Schuyler County, IL"	"17169"	72.63	7161	42.40	92.70	53.54	7161	33.00	74.30	87.31	1590	79.40	107.50	22.20%
	"May"	"5"	"Scott County, IL"	"17171"	73.25	5115	43.80	92.10	54.17	5115	31.90	73.90	87.64	1198	79.30	107.60	23.42%
	"May"	"5"	"Shelby County, IL"	"17173"	73.24	11253	48.00	92.40	54.88	11253	33.60	75.80	86.74	2784	79.20	105.70	24.74%
	"May"	"5"	"Stark County, IL"	"17175"	71.03	5115	41.90	93.20	51.84	5115	31.70	74.00	86.47	904	79.60	107.60	17.67%
	"May"	"5"	"Stephenson County, IL"	"17177"	68.25	8184	37.60	93.40	49.19	8184	29.30	73.20	86.50	876	79.90	108.20	10.70%
	"May"	"5"	"Tazewell County, IL"	"17179"	72.08	10230	43.50	93.90	53.15	10230	32.10	74.70	86.61	2184	79.50	108.30	21.35%
	"May"	"5"	"Union County, IL"	"17181"	75.41	8184	49.50	93.50	57.48	8184	34.20	76.70	87.54	2631	79.70	108.20	32.15%
	"May"	"5"	"Vermilion County, IL"	"17183"	71.97	19437	45.70	92.10	53.57	19437	31.40	75.20	86.30	4177	79.10	103.80	21.49%
	"May"	"5"	"Wabash County, IL"	"17185"	74.71	6138	48.30	91.70	56.39	6138	34.70	75.50	87.31	1868	79.90	107.30	30.43%
	"May"	"5"	"Warren County, IL"	"17187"	71.51	8184	41.60	93.10	52.37	8184	32.80	73.70	86.54	1592	79.40	106.70	19.45%
	"May"	"5"	"Washington County, IL"	"17189"	74.99	9207	48.80	92.50	56.69	9207	33.80	76.80	87.52	2901	80.00	104.80	31.51%
	"May"	"5"	"Wayne County, IL"	"17191"	74.74	15345	47.60	91.80	56.72	15345	34.60	76.70	87.42	4709	79.80	107.80	30.69%
	"May"	"5"	"White County, IL"	"17193"	75.37	9207	48.90	91.90	57.04	9207	35.10	76.00	87.62	3007	79.40	107.90	32.66%
	"May"	"5"	"Whiteside County, IL"	"17195"	70.91	10230	39.90	94.00	51.74	10230	33.10	73.30	86.29	1837	79.30	108.00	17.96%
	"May"	"5"	"Will County, IL"	"17197"	69.89	18414	40.70	94.00	50.85	18414	30.70	74.80	86.14	3093	79.20	108.20	16.80%
	"May"	"5"	"Williamson County, IL"	"17199"	75.20	6138	49.60	91.40	58.22	6138	35.60	77.30	87.64	1920	79.70	107.70	31.28%
	"May"	"5"	"Winnebago County, IL"	"17201"	68.59	7161	38.10	93.60	49.56	7161	29.80	73.30	86.48	851	79.80	108.90	11.88%
	"May"	"5"	"Woodford County, IL"	"17203"	71.52	8184	43.00	93.60	52.76	8184	31.80	74.50	86.21	1640	79.60	107.20	20.04%
	"Jun"	"6"	"Adams County, IL"	"17001"	81.97	18810	56.60	108.00	63.34	18810	44.70	80.70	91.13	12319	79.70	116.90	65.49%
	"Jun"	"6"	"Alexander County, IL"	"17003"	85.16	5940	61.90	97.90	68.09	5940	45.00	81.40	92.56	4949	80.10	116.30	83.32%
	"Jun"	"6"	"Bond County, IL"	"17005"	83.22	5940	58.10	99.50	65.80	5940	43.70	81.20	91.19	4322	79.60	114.80	72.76%
	"Jun"	"6"	"Boone County, IL"	"17007"	77.84	5940	52.60	101.80	59.20	5940	37.40	76.60	88.67	2515	79.50	115.60	42.34%
	"Jun"	"6"	"Brown County, IL"	"17009"	81.91	4950	57.00	106.60	63.42	4950	44.90	80.10	91.17	3244	79.90	118.30	65.54%
	"Jun"	"6"	"Bureau County, IL"	"17011"	79.76	17820	54.30	104.70	60.88	17820	41.40	77.40	89.54	9425	79.30	120.80	52.89%
	"Jun"	"6"	"Calhoun County, IL"	"17013"	82.94	3960	56.20	104.40	64.75	3960	43.70	80.80	91.79	2826	79.60	117.80	71.36%
	"Jun"	"6"	"Carroll County, IL"	"17015"	78.99	9900	54.60	105.20	60.23	9900	40.40	77.00	89.29	4823	79.40	121.00	48.72%
	"Jun"	"6"	"Cass County, IL"	"17017"	81.93	6930	57.60	105.00	63.57	6930	44.40	80.20	91.07	4564	79.90	118.10	65.86%
	"Jun"	"6"	"Champaign County, IL"	"17019"	80.77	16830	57.10	98.30	62.82	16830	41.30	78.70	89.54	10094	79.80	112.00	59.98%
	"Jun"	"6"	"Christian County, IL"	"17021"	81.95	10890	56.00	99.60	64.06	10890	43.20	80.10	90.54	7203	79.20	114.40	66.14%
	"Jun"	"6"	"Clark County, IL"	"17023"	81.85	9900	55.60	98.00	64.67	9900	41.80	79.60	90.45	6453	79.40	111.00	65.18%
	"Jun"	"6"	"Clay County, IL"	"17025"	83.07	7920	58.30	98.60	66.28	7920	43.40	81.40	91.26	5669	79.50	111.80	71.58%
	"Jun"	"6"	"Clinton County, IL"	"17027"	83.79	9900	58.80	99.70	66.46	9900	44.20	81.70	91.66	7506	79.70	115.50	75.82%
	"Jun"	"6"	"Coles County, IL"	"17029"	81.60	7920	57.20	97.80	63.96	7920	41.90	79.50	90.04	5068	79.30	110.30	63.99%
	"Jun"	"6"	"Cook County, IL"	"17031"	78.07	14850	53.00	101.40	59.91	14850	36.70	76.70	89.07	6592	79.80	115.90	44.39%
	"Jun"	"6"	"Crawford County, IL"	"17033"	82.46	6930	55.90	98.10	65.55	6930	42.40	80.10	90.93	4759	80.00	111.60	68.67%
	"Jun"	"6"	"Cumberland County, IL"	"17035"	82.15	7920	57.10	97.90	64.92	7920	42.40	80.10	90.48	5296	79.60	110.20	66.87%
	"Jun"	"6"	"DeKalb County, IL"	"17037"	78.22	11880	53.40	100.60	60.39	11880	38.30	77.50	88.76	5297	79.70	118.40	44.59%
	"Jun"	"6"	"De Witt County, IL"	"17039"	80.86	6930	57.50	99.30	62.84	6930	42.90	78.80	89.80	4204	80.10	113.60	60.66%
	"Jun"	"6"	"Douglas County, IL"	"17041"	81.44	7920	57.20	97.70	63.69	7920	42.20	79.20	89.97	5013	79.80	110.80	63.30%
	"Jun"	"6"	"DuPage County, IL"	"17043"	78.10	5940	53.40	100.50	59.69	5940	37.50	76.10	88.88	2636	79.80	116.80	44.38%
	"Jun"	"6"	"Edgar County, IL"	"17045"	81.28	11880	56.50	98.10	63.66	11880	41.10	78.40	89.99	7342	79.10	111.40	61.80%
	"Jun"	"6"	"Edwards County, IL"	"17047"	83.33	2970	59.10	97.80	65.88	2970	43.20	81.40	91.47	2153	80.10	111.70	72.49%
